timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
709757381,709757026,0.00023559427,4.6391797e-05,-0.009695237
709761138,709760832,-0.003329186,0.008918818,-0.002935915
709791591,709791289,0.008402156,-0.005866541,-0.0014017167
709797931,709797632,0.0014035605,0.0028214755,-0.0055024503
709799204,709798902,-0.003081114,0.0042383033,-0.00458979
709803012,709802707,-0.010386769,0.0043889214,0.0026666042
709808083,709807784,0.0003790965,-0.0062212115,0.0037839254
709809381,709809055,0.005773568,-0.005339985,0.0034088572
709813203,709812868,0.01211893,-0.0022375,-0.0039308537
709816985,709816667,-6.0661485e-05,0.002219892,-0.004396063
709819531,709819215,-0.008977758,0.00067455147,-0.0008133093
709823315,709823010,-0.010972844,-0.0026349484,0.005135834
709828414,709828097,0.0060815653,-0.00048818637,0.0049916436
709830997,709830633,0.013602168,0.0030005174,2.392284e-05
709833513,709833171,0.01340879,0.0036406196,-0.00584115
709837328,709836989,-0.0042371484,0.0003459479,-0.00750887
709841079,709840776,-0.0135694975,-1.428849e-05,0.0013997555
709844901,709844583,-0.0028970644,-0.0006951886,0.002529456
709848913,709848609,0.0108403675,0.0009977296,0.006456747
709851441,709851117,0.013639263,0.0008035874,0.003353798
709855199,709854892,0.003012511,-0.0036616586,-0.0055051837
709858938,709858625,-0.011785208,-0.0068933526,-0.00088074716
709861534,709861158,-0.010458266,-0.006717485,0.0014046296
709865269,709864916,0.0009767549,-8.713174e-05,0.0027007929
709869001,709868696,0.010062518,0.004723688,0.0019882312
709872804,709872504,0.0063536703,0.002676177,-0.0024925224
709875348,709875039,-0.0034054215,-0.0017061571,-0.0051671346
709879152,709878848,-0.009321141,-0.0046458472,-0.00096763374
709882961,709882659,-0.004071112,0.002292094,0.0008755111
709889318,709888999,0.008005573,0.0051504467,0.0045930035
709893147,709892807,0.00027341628,-0.0023386516,-0.004204458
709899520,709899157,-0.005436801,-0.006256723,-0.0029669665
709900725,709900420,-0.0032650952,-0.00409598,-0.0021606218
709904528,709904227,0.0017167763,0.0034499937,0.0036744468
709909623,709909317,0.004161434,0.004314531,0.0035367005
709910880,709910575,0.0023821096,0.0021629755,7.76893e-06
709914732,709914389,-0.0015584207,-0.0047888206,-0.0035861966
709918490,709918186,-0.0024534175,-0.0042017996,-0.0037278666
709921091,709920734,0.00052641705,0.00014443016,-0.00035597762
709924830,709924529,0.00076764886,0.004965383,0.0037323844
709930146,709929838,-0.0002368182,0.0026823673,-0.00035613985
709933939,709933629,-0.0010461197,-0.0030366734,-0.0053760563
709935140,709934834,-0.0007594484,-0.00446787,-0.004966065
709938881,709938581,0.00023098435,-0.003739872,-0.00055721035
709943884,709943583,-0.0007521878,-0.0019272523,0.006102193
709946454,709946111,-0.003330769,0.0018729763,0.0060597244
709948945,709948642,-0.0015452068,0.002352127,0.0028682458
709955308,709954986,0.0040376773,-0.0005833632,-0.0034038082
709956578,709956277,0.003654597,-0.0016306868,-0.0014753004
709960376,709960068,-0.0018576103,-0.0030487655,0.0007452844
709964170,709963869,-0.0035229707,0.00019995247,0.00216721
709966792,709966425,-0.002460853,0.003908753,0.0010063663
709970568,709970215,0.0030087072,0.005782127,-0.0051709516
709975599,709975290,0.0021753001,-0.0020579144,0.00085349876
709976911,709976576,0.0013870649,-0.0053592003,0.0038875628
709980662,709980364,-0.0016338404,-0.008910913,0.0057921517
709984480,709984176,-0.0029417465,-0.0050635473,0.0027886634
